Wild Mammals,Protected areas,Marine mammals,Primary production,Antartica aimals,Deep ocean ,landscape ecology,invasive species,Physiology,ecosystem services,genetics,Site Selection,Aquatic invertebrates,movement ecology,Miscellaneous biotopes,Plant interaction,Traditional/indigenous knowledge,Risk assessment,North American biogeography,North American Plains Mammals,Southern Hemisphere Savannas,Brazilian biodiversity hotspot,Taxonomy,Food webs,wildfires,Island,Climate Change,Spatial scale,Animal disease,Wetlands,Agriculture,Urbanization,Restoration,Inherited traits,Amazon,Marine bird migration,Estimation (Methods),Soil systems,Seeds,mark-recapture studies,Coastal areas,Forest and Waterfowl Species,Southern Coast US,Plant community,Habitat,Bats,Shipping,Species diversity,Morphology,Statistical Modeling (Method),functional group,Population/demography,Bird ecology,Measurement & metrics (method),Invertebrates,"Mexico, Central, and Southamerica",Forage,Aquatic invasive mollusks,China,Grasslands,human-nature interactions,museum collections,Rivers and watersheds,forest/trees,Raptors,Europe,Coral reef,population genetics,Mountain areas/elevation,Reintroductions,Small arctic mammals,Mushrooms,Mediterranean,South and Southeast Asia,Hunting/poaching,Sexula Dimorphism,Fish,Animal behaviour,UK,Dispersal,Drought stress,Pollution and contamination,Random animals,Treatment/Experiment (method),Estuary ,Fossil record,Remote sensing,Prairie,Season words,Generic research words,Threatened status of species,Sustainable development,Water ecosystems,Large carnivores,Conservation plan,Pollination,Marine fisheries,Unknown,Lepidoptera,Study impacts and limitations,Type,Publication Year
0.002254636,0.0294419,0.008336491,0.0009703389,0.002915968,0.004871722,0.003526152,0.006968031,0.001013867,0.009233667,0.006649148,0.0079399,0.004640483,0.003921386,0.00140881,0.0004873452,0.003538499,0.008965441,0.03138956,0.001471508,0.01855467,0.003524675,0.005255458,0.009944651,0.002016772,0.0112658,0.01150609,0.01614007,0.002978893,0.001920963,0.001243892,0.001313535,0.01408378,0.01048376,0.003788866,0.00241392,0.03442205,0.0003193967,0.0005917311,0.008491238,0.008194308,0.001305126,0.005997636,0.001329187,0.01473294,0.003649819,0.004364512,0.01656139,0.003371595,0.009553233,0.01717866,0.0484158,0.005491147,0.01957016,0.0006344096,0.002805047,0.005195977,0.003618398,0.002697823,0.000595334,0.008506926,0.05235171,0.0039162,0.001252618,0.00403059,0.0167601,0.009743876,0.008663966,0.002117718,0.006251397,0.003774522,0.002975195,0.004941367,0.007747349,0.007633008,0.01457332,0.0131042,0.00899132,0.003146086,0.002759005,0.001830996,0.002463364,0.003090501,0.003155219,0.006546267,0.002757856,0.003123915,0.001002286,0.01230181,0.03021924,0.1128395,0.009310517,0.004921933,0.002003538,0.0346083,0.0005236831,0.1002147,0.003743428,0.001862277,0.004772544,Company,1975.0
0.001585598,0.02665291,0.001298702,0.005275779,0.0002440251,0.0006659802,0.01556805,0.01633525,0.001078771,0.02089608,0.0005231987,0.01885959,0.00485288,0.007135388,0.004882938,0.00301881,0.003992264,0.006946517,0.01213538,0.002367425,0.008134038,0.003271494,0.0003240591,0.003795716,0.01762944,0.001676534,0.01844789,0.03734105,0.00238996,0.003463155,0.01434029,0.05511185,0.1065396,0.007437755,0.001002184,0.001281086,0.04694535,0.009043554,0.003573668,0.005486361,0.005355738,0.00122687,0.007017627,0.01958653,0.01941941,0.00178585,0.005680826,0.02949912,0.0008352743,0.01152191,0.01598632,0.03266101,0.003371831,0.02955956,0.00225042,0.001207393,0.008745384,0.0007941654,0.002259373,0.05592198,0.01145393,0.0142726,0.004486302,0.00898529,0.002469208,0.01448677,0.0004434572,0.001167505,0.007034112,0.003831849,0.001732858,0.002095081,0.001241549,0.001148124,0.003192426,0.004902013,0.0003547205,0.006736237,0.004654707,0.003959823,0.007532948,0.006819111,0.001002402,0.01307332,0.0009992306,0.0006993932,0.02122588,0.003371176,0.02382989,0.01676225,0.007300467,0.01466664,0.004630575,0.00249544,0.01150962,0.001421352,0.0003211207,0.001282126,0.001882633,0.004288719,Company,1978.0
0.0039738955,0.01472314,0.00264461,0.0026823645,0.002927577,0.0041132545,0.004781207500000001,0.0086582645,0.001670951,0.004449797,0.002800357,0.011178210000000001,0.005701141999999999,0.004861906,0.003228215,0.00107213045,0.0020083145,0.002840146,0.029680175,0.0023286695,0.035927009999999995,0.003795858,0.007892594499999999,0.010250418,0.003868214,0.016775326,0.012114777,0.0171761,0.0039047150000000004,0.0218043525,0.0028901754999999998,0.0022844214999999998,0.01348162,0.036671805,0.0022492475,0.002173133,0.012356105,0.002082772,0.0020430785,0.0054715295,0.0079279695,0.0014059160000000001,0.008618244,0.004371207,0.01256749,0.003825268,0.0059127035,0.013015845,0.0074536585,0.0059692865000000005,0.021099635,0.0248211,0.0084287425,0.011261180499999999,0.0018237375,0.00210967145,0.0058894335,0.0043838435,0.0033619634999999997,0.005465499,0.0032157375,0.031748945,0.073142059,0.002764071,0.00284134,0.0157651005,0.0016203027500000002,0.008418497,0.0061278215,0.004616782,0.003097876,0.002360477,0.001438282,0.003015842,0.0016364945,0.03630514,0.00970661245,0.0161799865,0.160494422,0.004261343,0.0045868265,0.0028777775000000004,0.0027047279000000004,0.004384842,0.005787104,0.0065154754999999995,0.00357673,0.0035491,0.021861625000000003,0.0124136895,0.010868412000000001,0.0044990335,0.010779954500000001,0.0017882775000000002,0.007964587,0.001317928,0.0023302785,0.0044861585,0.0030208955,0.0046794575,Company,1980.0
0.004087149333333333,0.00992576,0.003689363666666667,0.0013484026666666666,0.0344870614,0.012314935333333332,0.004809106333333334,0.006646382,0.0014916375666666666,0.010722842833333334,0.0019208080000000002,0.006619942,0.004189092,0.003804324,0.0011482484333333331,0.0006761961,0.0015858078666666664,0.0031452760000000002,0.023889118,0.0191888481,0.027443419666666663,0.001597449,0.005504429766666667,0.11249738,0.0029009772999999996,0.004424683,0.007885580666666668,0.019561942,0.0023015673333333336,0.0029097389999999997,0.0020448406000000002,0.0016932628333333336,0.036039521666666664,0.008087865,0.0015438923333333332,0.011574541333333334,0.011737012,0.0007217112333333333,0.0006417357,0.04654873266666667,0.008706700666666666,0.004128486666666667,0.005925442666666667,0.002778525433333333,0.008560907666666666,0.015232448,0.005049968333333333,0.011055640333333333,0.0050662193333333334,0.004038889666666667,0.013042441333333333,0.01858479,0.007967794333333333,0.008236315666666666,0.0023044727000000004,0.0023741864,0.011166681333333333,0.002855438033333333,0.0014283328333333332,0.0020134091,0.0084331941,0.029381926666666665,0.015042557333333333,0.0015248735333333334,0.01739807133333333,0.006973048,0.0021286532333333334,0.0020946887,0.0030877160000000003,0.004457126633333333,0.024577299333333334,0.0018599086666666667,0.0013908939666666667,0.0017314927333333334,0.0036880274,0.013955181000000002,0.037361252000000005,0.014637147333333335,0.002438451333333333,0.0028150596666666667,0.0018952626666666665,0.002162523333333333,0.002144316066666667,0.005507470666666667,0.06564228500000001,0.0022283563333333335,0.0020136516666666667,0.002458547,0.021388648666666666,0.04272375766666667,0.007702980000000001,0.006530238133333334,0.008217232333333333,0.005843894,0.0069583123333333335,0.0006602263666666666,0.008421991333333333,0.003777932666666667,0.0014534753333333332,0.003424657,Company,1989.0
0.0004877497,0.02589843,0.0007496812,0.08087862,0.1756965,0.07106684,0.0004598634,0.000353747,0.004991917,0.001922318,5.9641e-05,0.002842671,0.002347302,0.0006350204,0.001998791,0.0002788357,0.0003361874,0.0004014362,0.006737188,0.0003515798,0.005118828,0.001363385,0.001719199,0.001770017,0.0005342889,0.0009698743,0.01689971,0.01093826,0.0002717357,0.001798598,0.0007511334,0.005258233,0.003084815,0.003771369,0.0003181742,0.001194676,0.00364229,0.01644998,0.000545898,0.0007655948,0.01009341,0.0003733956,0.0005645974,0.001785357,0.001790105,0.0004768159,0.008057289,0.004936529,0.03429194,0.001783911,0.005593074,0.007223582,0.001285192,0.004218911,0.0001637566,0.0002555628,0.003795218,0.001062275,0.001234301,0.004673927,0.0004002475,0.005998341,0.001891739,0.0008540604,0.000373177,0.005160886,0.001052265,0.0001133471,0.002439013,0.0002009895,0.0009017016,0.0004341978,0.001593413,0.0002085527,0.0002306002,0.04428366,0.001002783,0.0009432173,0.001562241,0.000576643,0.004824187,0.00424397,0.0001173662,0.001495367,0.00214487,0.001577829,0.004357854,0.0003808427,0.03787128,0.0008283846,0.0004265544,0.002462976,0.3135716,0.0002981948,0.0004181733,0.0001840944,0.002405848,0.0005126833,0.0008056178,0.001531615,Company,1991.0
0.00304108975,0.0063442015,0.00163854535,0.029329536,0.00392830815,0.003434043,0.01514042965,0.0011785518000000002,0.0039679375,0.0010330506,0.000869248,0.003573593,0.0016702725,0.00100990205,0.00088020105,0.0008184242500000001,0.00047101685,0.0016403011499999999,0.0068482435,0.0007812914500000001,0.002966339,0.00095403565,0.00176827435,0.009306881349999999,0.00132074085,0.0014420007,0.005139309,0.011108193,0.00079281905,0.0018060045,0.00102046205,0.0006260829999999999,0.0035942865,0.0295172995,0.00095227675,0.0015694164999999999,0.040621554500000004,0.0032080484,0.13788726569999998,0.0036474962999999997,0.0047195499999999994,0.0002734732,0.0013296050000000002,0.0042624402,0.0028139109999999997,0.01165743565,0.0121362905,0.010294248,0.0358298285,0.0085676749,0.0078173695,0.05766182,0.0036506915499999997,0.005940805,0.000529826375,0.01597465415,0.004251146,0.0009963158,0.0006684203,0.0009290595500000001,0.00044809786000000004,0.007523197,0.00174723685,0.0019506315,0.0025159982,0.005013627,0.0016482943,0.0022656865,0.0021703219999999997,0.0009434717,0.0012631259,0.01855900515,0.001417524,0.00050279725,0.00093708875,0.018210959999999998,0.0012113129999999999,0.0035068029500000004,0.00106192155,0.002905918,0.011056794,0.06633728850000001,0.00065319135,0.007675487999999999,0.039092568,0.12057329485,0.0013346828,0.0005593091500000001,0.023142901,0.0034658396000000003,0.0026229425000000002,0.0017598311500000002,0.0403075815,0.00033628493000000003,0.0011664932499999999,0.0008906978,0.0108498591,0.051799613599999995,0.0014436815000000002,0.0019771135,Company,1992.0
0.0004693639,0.006434026,0.0005560876,0.00157815,0.002823345,0.04078953,0.001880822,0.001220702,0.0008711965,0.002243835,0.0004024934,0.0324529,0.003174329,0.001728173,0.003232976,8.680324e-05,0.0003252613,0.0004083745,0.07567567,0.0005364468,0.03134962,0.003573889,0.004421991,0.001154827,0.007303593,0.0008736088,0.04268246,0.0244345,0.0004479561,0.001359427,0.0002154192,0.0004895874,0.002593559,0.002610965,0.0005689935,0.0009754531,0.005792207,0.003643601,0.0001970089,0.003441045,0.0167433,0.0003972512,0.001686567,0.001446353,0.008323891,0.001189944,0.01308042,0.05881726,0.008469671,0.004282364,0.07674263,0.00213367,0.0003307008,0.00697431,0.0005969603,0.001408579,0.001062089,0.01244124,0.001227374,0.002618497,8.802223e-05,0.02066611,0.01180423,0.00267249,0.0003768889,0.03182482,0.0007266255,0.0009530622,0.07953049,0.0001104973,0.05872672,0.00089737,0.001866319,0.0005472927,9.414455e-05,0.001327336,0.0006334824,0.0006027848,0.00147536,0.001637232,0.002113823,0.001252003,0.0007081994,0.0002718434,0.001576152,0.01888322,0.01146009,0.000714149,0.007324369,0.0006429183,0.001816123,0.000455294,0.1963629,0.0003081557,0.0007610169,0.0001130265,0.0004770947,0.0006912236,0.000649066,0.001864779,Company,1995.0
0.0033151464249999998,0.025357384,0.0013573217500000001,0.00206491153125,0.0082548286125,0.00038370288375,0.023964180625,0.002397810375,0.00181508664375,0.001986021025,0.0007996595812499999,0.0052780134999999995,0.0012187626749999999,0.006006380487499999,0.0017403864875,0.0006137463124999999,0.000583311675,0.005406203575,0.01891232675,0.0025686580374999998,0.0196396335,0.0011714209125,0.0005934068625,0.00330435515,0.0037562069750000002,0.0017215014874999999,0.005973984125,0.032086610875,0.035105423025,0.0005412005875,0.0013710711875,0.006132881125,0.0083700645,0.0057780194375,0.0009184735499999999,0.007016194825,0.061904109375,0.0005054314925,0.0008907214525000001,0.009096000375,0.0011637837625,0.0382933681375,0.0044693855,0.0030637768,0.01911527625,0.0012990065375,0.0018947294625,0.014055127875,0.0015032093250000001,0.026242474000000002,0.00790995475,0.109432994625,0.0219305379,0.008929002375,0.01433627774,0.0007877493875,0.002304064825,0.00031745131375,0.000613767,0.01474598549875,0.00276605905,0.012834718375,0.0010237111875,0.002709923725,0.002903623375,0.012334188375,0.00029003115625,0.009607481675,0.0060761622125,0.00370452925,0.0082765022375,0.0085587619625,0.0004863393875,0.0006833129125,0.0013718835125,0.077165844875,0.00117901872375,0.004557656875,0.0034656711875,0.0043868265625000005,0.0035813936875,0.00146386445,0.0063629407,0.09923325108875,0.0004492641375,0.00068811674375,0.0077559071374999995,0.003753983825,0.02626585325,0.0108013185375,0.03595947675,0.001956181475,0.0009310920125000001,0.00177784465,0.01091447525,0.002646501675,0.0012499315475000001,0.003994345025,0.0018016467,0.001721881,Company,1998.0
0.010773407775,0.00916354325,0.0018819156499999999,0.0023157387875,0.001005104125,0.0009252765,0.02810439025,0.0028054531250000002,0.000476836725,0.0013663611499999998,0.0124214608,0.02673878575,0.0037335263999999997,0.001677542,0.0010612805500000001,0.00037583149750000005,0.000780204375,0.002498009575,0.0143481505,0.00474171405,0.01498132275,0.009185668825,0.001192983825,0.0023721487499999997,0.0059662207250000005,0.0012434494,0.0275142595,0.01986774,0.0009865041,0.001152448675,0.00199705625,0.000538618875,0.0031920315000000003,0.004004548500000001,0.000796628225,0.000878938875,0.075028445,0.0021474309625,0.000771598225,0.074866231,0.01801506145,0.0279269966,0.00315216,0.002026927825,0.009262547999999999,0.001844280775,0.0020167477,0.0403114715,0.001460219575,0.008325125,0.020985056999999998,0.021372459,0.03035856525,0.0104150175,0.015047300375,0.0008403973,0.00277017355,0.000396016625,0.0005560734000000001,0.011871056525,0.0011448674999999999,0.00933838425,0.0016007379,0.0030669876,0.003198309825,0.004606067,0.0005567932975,0.101584937225,0.009599773999999998,0.00177568585,0.001570970975,0.000921924425,0.0005138235749999999,0.031052660875,0.0010754819,0.06683839074999999,0.0037797646499999997,0.00288245175,0.0030993172,0.010215867750000001,0.01085523015,0.0007480885,0.0007737171,0.002043210275,0.0009644364,0.001050599275,0.002611483,0.058911979175,0.032033329,0.0029142077749999998,0.0043879541,0.002001963275,0.00125736685,0.0028658422999999996,0.006335289900000001,0.000585080675,0.00206072016,0.001115006,0.0011673878750000002,0.0020614705,Company,1999.0
0.0010235269566666668,0.007006467,0.0033385383333333334,0.0055128626000000005,0.08495457566666668,0.014500732333333334,0.001924367,0.006292158066666668,0.12186729783333333,0.022118365700000003,0.0030091425666666665,0.004971888,0.0040497,0.0012732620666666666,0.0013125098,0.0008385959166666668,0.0018611564666666666,0.0017839504666666665,0.016886331,0.000697045548,0.009280414,0.014826465966666667,0.016032412,0.0045391981,0.0060057271,0.002950549566666667,0.011195807666666667,0.019114474,0.0035002726666666668,0.0009250293000000001,0.0010871032000000001,0.0010791476,0.005565493666666667,0.03396507633333334,0.0010369194,0.001189598,0.032292096666666666,0.0031656183333333334,0.0012168886133333333,0.0020996875,0.0022510843,0.0005840581166666667,0.0023786029433333334,0.0035815346666666667,0.004888022333333333,0.0016005417133333336,0.014076929066666665,0.073013557,0.008440181866666665,0.077312093,0.071250945,0.011119461333333332,0.0021142047233333335,0.03239097766666666,0.0073846930666666664,0.0024733017,0.004959698833333334,0.0015487947999999997,0.0015200269666666667,0.0010444373000000002,0.0010268838,0.043472196666666664,0.0018366798,0.0019848333666666667,0.0009974335200000001,0.015168735333333334,0.0018791923566666667,0.0046865235666666664,0.0026998688666666666,0.001831828883333333,0.0021896433,0.0024711294333333335,0.0019585619333333335,0.0015274503,0.0007780480333333333,0.013417194799999999,0.002056479736666667,0.004333847766666667,0.0016609894333333333,0.003230306,0.0037835744666666663,0.00185512869,0.0012818424333333335,0.004367605466666666,0.0021285837533333335,0.005914388666666667,0.002426157,0.0006683518576666666,0.014194484033333335,0.012573884666666667,0.0060471365666666665,0.0028829603333333335,0.015869747233333332,0.00047740436666666666,0.004571959333333334,0.0010703306333333335,0.0019789716,0.0026916061,0.0030297233,0.0027547218666666667,Company,2000.0
